タイトル,住所,dslurl,Webサイト,電話番号,営業時間,rental,longitude,latitude,pref,primary_station,distance_to_primary_station_m,candidate_stations,station_count,ward,primary_area,candidate_areas,article_tags,is_partner,partner_link,partner_priority
東急スポーツオアシス 青山,"〒107-0061 東京都港区北青山２丁目８-４４, Tepia, B2F",,https://www.sportsoasis.co.jp/sh58/,03-5770-6109,"2024-02-29 木曜日 7時00分～22時30分
2024-03-01 金曜日 定休日
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 10時00分～20時00分
2024-03-04 月曜日 7時00分～22時30分
2024-03-05 火曜日 7時00分～22時30分
2024-03-06 水曜日 7時00分～22時30分
",1.0,139.7169079,35.6730688,東京,外苑前駅,332.0,外苑前駅|青山一丁目駅|表参道駅,3.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:外苑前駅|station:青山一丁目駅|station:表参道駅|feature:24h|feature:midnight,0,,0
東急スポーツオアシス聖路加ガーデン,〒104-0044 東京都中央区明石町８ 聖路加タワ B2F,,https://www.sportsoasis.co.jp/sh65/,03-3545-0109,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 9時00分～23時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～19時00分
2024-03-04 月曜日 9時00分～23時00分
2024-03-05 火曜日 9時00分～23時00分
2024-03-06 水曜日 9時00分～23時00分
",1.0,139.7786722,35.6670372,東京,築地駅,559.0,築地駅|月島駅|新富町駅|八丁堀駅|勝どき駅|東銀座駅|築地市場駅|宝町駅|京橋駅|銀座一丁目駅,0.0,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|feature:24h|feature:midnight,0,,0
東急スポーツオアシス雪谷24Plus,〒145-0073 東京都大田区北嶺町４３-１８,,https://www.sportsoasis.co.jp/sh73/,03-6425-0109,"2024-02-29 木曜日 10時00分～23時00分
2024-03-01 金曜日 10時00分～23時00分
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 10時00分～20時00分
2024-03-04 月曜日 10時00分～23時00分
2024-03-05 火曜日 10時00分～23時00分
2024-03-06 水曜日 定休日
",1.0,139.679073,35.587789,東京,御嶽山駅,410.0,御嶽山駅|雪が谷大塚駅|沼部駅|多摩川駅|久が原駅|石川台駅|鵜の木駅|田園調布駅|新丸子駅|洗足池駅,0.0,大田区,蒲田,蒲田,area:蒲田|feature:24h|feature:midnight,0,,0
東京ステップス・アーツ アニメダンス池袋校,〒192-0082 東京都豊島区東池袋１丁目２２-５ サンケェビル６F,,https://www.t-steps.jp/anime_dance,03-5957-5858,"LGBTQ フレンドリー2024-02-29 木曜日 11時30分～21時30分
2024-03-01 金曜日 11時30分～21時30分
2024-03-02 土曜日 11時30分～21時30分
2024-03-03 日曜日 10時00分～21時30分
2024-03-04 月曜日 11時30分～21時30分
2024-03-05 火曜日 11時30分～21時30分
2024-03-06 水曜日 13時00分～21時30分
",1.0,139.7155912,35.729498,東京,池袋駅,475.0,池袋駅,1.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h|feature:midnight,0,,0
東京タワーメディアセンター,〒105-0011 東京都港区芝公園４丁目４-７ 東京タワーメディアセンタ 3F,,http://starrise-tower.com/,03-6721-5450,"2024-02-29 木曜日 10時00分～18時00分
2024-03-01 金曜日 10時00分～18時00分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 10時00分～18時00分
2024-03-05 火曜日 10時00分～18時00分
2024-03-06 水曜日 10時00分～18時00分
",1.0,139.744816,35.65779,東京,麻布十番駅,992.0,麻布十番駅|浜松町駅,2.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:麻布十番駅|station:浜松町駅|feature:24h|feature:midnight,0,,0
スタジオ イリス,,,https://kazumiiris.com/,,"2024-02-29 木曜日 9時00分～17時00分
2024-03-01 金曜日 9時00分～17時00分
2024-03-02 土曜日 9時00分～17時00分
2024-03-03 日曜日 9時00分～17時00分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 9時00分～17時00分
",1.0,138.4293072,32.9998961,東京,なし,,,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
東京バレエ学園,〒191-0053 東京都日野市豊田４丁目４５-３,,http://www.tokyo-ballet.co.jp/,042-581-5515,,1.0,139.383116,35.6609413,東京,豊田駅,215.0,豊田駅|南平駅|平山城址公園駅,0.0,日野市,日野,日野,area:日野,0,,0
東京バレエ学園麹町教室,〒102-0081 東京都千代田区四番町７-１５,,https://www.tokyo-ballet.co.jp/,03-3261-7826,,1.0,139.736369,35.687431,東京,麹町駅,314.0,麹町駅|市ケ谷駅|半蔵門駅|四ツ谷駅|永田町駅|赤坂見附駅|曙橋駅|四谷三丁目駅|牛込神楽坂駅|九段下駅,0.0,千代田区,秋葉原,秋葉原,area:秋葉原,0,,0
東京バレエ劇場,〒169-0073 東京都新宿区百人町１丁目１６-４,,http://tokyo-ballet.com/,03-3361-0958,"2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 10時30分～16時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1.0,139.69813,35.700225,東京,新大久保駅,211.0,新大久保駅|西武新宿駅|新宿駅,3.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新大久保駅|station:西武新宿駅|station:新宿駅|feature:24h|feature:midnight,0,,0
東池袋ダンス教室,〒170-0013 東京都豊島区東池袋３丁目１１-４ 露木ビル 4階,,,080-5239-8749,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.7186459,35.7319196,東京,池袋駅,817.0,池袋駅,1.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h|feature:midnight,0,,0
徳永由貴バレエスクール,〒173-0021 東京都板橋区弥生町３３-３ 西野ビル3F,,http://yt-balletschool.jp/,080-4385-5595,,1.0,139.6953054,35.7555018,東京,中板橋駅,15.0,中板橋駅|ときわ台駅|大山駅|板橋本町駅|板橋区役所前駅|本蓮沼駅|上板橋駅|小竹向原駅|千川駅,0.0,板橋区,成増,成増,area:成増,0,,0
楠潤一郎ダンスアカデミー,〒170-0004 東京都豊島区北大塚１丁目１７-９ 平松ビル5階,,https://sites.google.com/view/kusunokidance/,03-5907-1876,"2024-02-29 木曜日 13時00分～22時00分
2024-03-01 金曜日 13時00分～22時00分
2024-03-02 土曜日 13時00分～18時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時00分～22時00分
2024-03-05 火曜日 13時00分～22時00分
2024-03-06 水曜日 13時00分～22時00分
",1.0,139.730215,35.732038,東京,大塚駅,179.0,大塚駅|向原駅|新大塚駅|庚申塚駅|巣鴨駅|新庚申塚駅|東池袋四丁目駅|東池袋駅|西巣鴨駅|西ヶ原四丁目駅,0.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|feature:24h|feature:midnight,0,,0
二子玉川レンタルスタジオ M?ni Frey,〒158-0094 東京都世田谷区玉川１丁目６-８ シティコープ玉川 202,,https://www.jiyugaoka-salon.com/salon-futakotamagawa-b,090-9297-3148,"2024-02-29 木曜日 5時00分～0時00分
2024-03-01 金曜日 5時00分～0時00分
2024-03-02 土曜日 5時00分～0時00分
2024-03-03 日曜日 5時00分～0時00分
2024-03-04 月曜日 5時00分～0時00分
2024-03-05 火曜日 5時00分～0時00分
2024-03-06 水曜日 5時00分～0時00分
",1.0,139.6284934,35.6099719,東京,二子玉川駅,248.0,二子玉川駅|二子新地駅|上野毛駅|高津駅|等々力駅|用賀駅|溝の口駅|武蔵溝ノ口駅,0.0,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|feature:24h|feature:midnight,0,,0
日本橋PACMAN（ニホンバシパックマン）,〒103-0021 東京都中央区日本橋本石町４丁目５-５ 藤ビル 地下1階,,https://pacman.tokyo/,03-6260-9526,"LGBTQ フレンドリー2024-02-29 木曜日 13時00分～22時00分
2024-03-01 金曜日 13時00分～22時00分
2024-03-02 土曜日 10時00分～23時00分
2024-03-03 日曜日 10時00分～23時00分
2024-03-04 月曜日 13時00分～22時00分
2024-03-05 火曜日 13時00分～22時00分
2024-03-06 水曜日 13時00分～22時00分
",1.0,139.7705383,35.6890425,東京,東京駅,921.0,東京駅|秋葉原駅,2.0,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|station:東京駅|station:秋葉原駅|feature:24h|feature:midnight,0,,0
日本橋バレエ＆ダンススタジオ Studio LULL,〒101-0047 東京都千代田区内神田２丁目８-３ 新東ビル 2階,,https://coubic.com/studiolullnagi,080-9648-9027,"2024-02-29 木曜日 11時00分～21時00分
2024-03-01 金曜日 15時00分～22時30分
2024-03-02 土曜日 11時00分～21時00分
2024-03-03 日曜日 10時00分～17時00分
2024-03-04 月曜日 11時00分～21時00分
2024-03-05 火曜日 15時00分～21時00分
2024-03-06 水曜日 11時00分～21時30分
",1.0,139.7685118,35.6906301,東京,秋葉原駅,1033.0,秋葉原駅|東京駅,2.0,千代田区,秋葉原,秋葉原,area:秋葉原|station:秋葉原駅|station:東京駅|feature:24h|feature:midnight,0,,0
忍あつこフラメンコ教室,〒164-0001 東京都中野区中野３丁目３４-１８ TOKYOダンボ1F,,http://cocorosa.net/,090-9687-2022,,1.0,139.6650691,35.703746,東京,中野駅,235.0,中野駅,1.0,中野区,中野,中野,area:中野|station:中野駅,0,,0
梅屋敷スタジオ５０１,〒144-0052 東京都大田区蒲田２丁目２２-１３,,https://umeyashikistudio501.com/,03-3738-6510,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1.0,139.7261119,35.5650796,東京,蒲田駅,956.0,蒲田駅,1.0,大田区,蒲田,蒲田,area:蒲田|station:蒲田駅|feature:24h|feature:midnight,0,,0
白樺ドレス,〒116-0013 東京都荒川区西日暮里５丁目１４-１ 太陽ビル 2F,,https://www.shirakabadress.com/,03-3805-2975,"2024-02-29 木曜日 10時30分～18時30分
2024-03-01 金曜日 10時30分～18時30分
2024-03-02 土曜日 10時30分～18時30分
2024-03-03 日曜日 10時30分～18時30分
2024-03-04 月曜日 10時30分～18時30分
2024-03-05 火曜日 10時30分～18時30分
2024-03-06 水曜日 10時30分～18時30分
",1.0,139.7679192,35.7325878,東京,日暮里駅,603.0,日暮里駅,1.0,荒川区,日暮里,日暮里,area:日暮里|station:日暮里駅|feature:24h|feature:midnight,0,,0
白金台恵比寿ミュージックスタジオ,〒108-0071 東京都港区白金台５丁目２-５ 502,,,050-3196-9973,"2024-02-29 木曜日 6時00分～0時00分
2024-03-01 金曜日 6時00分～0時00分
2024-03-02 土曜日 6時00分～0時00分
2024-03-03 日曜日 6時00分～0時00分
2024-03-04 月曜日 6時00分～0時00分
2024-03-05 火曜日 6時00分～0時00分
2024-03-06 水曜日 6時00分～0時00分
",1.0,139.7209672,35.6424653,東京,目黒駅,1050.0,目黒駅|恵比寿駅,2.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:目黒駅|station:恵比寿駅|feature:24h|feature:midnight,0,,0
八王子フラスタジオ Mauna leo（マウナレオ）,〒192-0046 東京都八王子市明神町２丁目10-１０ 3階,,https://hachioji.mypl.net/shop/00000369954/,090-2932-7659,"2024-02-29 木曜日 10時30分～12時00分
2024-03-01 金曜日 10時00分～11時30分
2024-03-02 土曜日 10時30分～12時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 10時30分～12時00分
2024-03-05 火曜日 定休日
2024-03-06 水曜日 10時00分～11時30分
",1.0,139.3489518,35.6557986,東京,八王子駅,907.0,八王子駅,1.0,八王子市,八王子,八王子,area:八王子|station:八王子駅|feature:24h|feature:midnight,0,,0
八百和子 バレエ教室,〒116-0011 東京都荒川区西尾久４丁目２８-８,,https://kyao800ballet.wixsite.com/38008045,03-3800-8045,,1.0,139.7584448,35.7454803,東京,尾久駅,375.0,尾久駅|荒川遊園地前駅|小台駅|荒川車庫前駅|宮ノ前駅|田端駅|赤土小学校前駅|上中里駅|熊野前駅|梶原駅,0.0,荒川区,日暮里,日暮里,area:日暮里,0,,0
バーミリオン フェニックス チアダンス スタジオ,〒176-0023 東京都練馬区中村北１丁目５-９ 第二永崎ビル,,,,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 15時30分～19時00分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 定休日
",1.0,139.6494138,35.7349896,東京,練馬駅,512.0,練馬駅|豊島園駅|中村橋駅|桜台駅|都立家政駅|鷺ノ宮駅|野方駅|富士見台駅|新桜台駅|新江古田駅,0.0,練馬区,練馬,練馬,area:練馬|feature:24h|feature:midnight,0,,0
飛鳥ダンススクール（パソコンスクール＆塾）,〒182-0006 東京都調布市 西つつじヶ丘３丁目２８-１０ 飛鳥書店,,https://asukabc.com/dance/,050-3551-7722,"2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 10時00分～21時00分
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1.0,139.5727615,35.6586782,東京,つつじヶ丘駅,239.0,つつじヶ丘駅|柴崎駅|仙川駅|国領駅,0.0,調布市,調布,調布,area:調布|feature:24h|feature:midnight,0,,0
表参道レンタルスタジオ スタジオ ティノラス,〒107-0062 東京都港区南青山５丁目１３-９,,https://www.s-tenoras.com/,03-6418-8181,"2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 9時00分～21時00分
2024-03-03 日曜日 9時00分～21時00分
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1.0,139.7134498,35.6609305,東京,表参道駅,491.0,表参道駅|外苑前駅|渋谷駅,3.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:表参道駅|station:外苑前駅|station:渋谷駅|feature:24h|feature:midnight,0,,0
品川 大井町 フラダンス教室 ナーレイ レイコ フラスタジオ,〒140-0014 東京都品川区大井１丁目１１-４ ガスビル4階 ナーレイレイコフラスタジオ,,https://nalei-hula.jp/,090-2315-4850,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 10時00分～22時30分
2024-03-01 金曜日 10時00分～22時30分
2024-03-02 土曜日 10時00分～22時30分
2024-03-03 日曜日 10時00分～22時30分
2024-03-04 月曜日 10時00分～22時30分
2024-03-05 火曜日 10時00分～22時30分
2024-03-06 水曜日 10時00分～22時30分
",1.0,139.7326183,35.6075455,東京,大井町駅,251.0,大井町駅,1.0,品川区,品川,品川|五反田|大井町|目黒,area:品川|station:大井町駅|feature:24h|feature:midnight,0,,0
浜松ダンススクール ゲットアヘッド,〒430-0802 静岡県浜松市東区将監町３６-７ ３F,,https://get-ahead.jp/,053-443-9481,"2024-02-29 木曜日 14時00分～22時30分
2024-03-01 金曜日 14時00分～22時30分
2024-03-02 土曜日 14時00分～22時30分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 14時00分～22時30分
2024-03-05 火曜日 14時00分～22時30分
2024-03-06 水曜日 14時00分～22時30分
",1.0,137.75858,34.714679,東京,天竜川駅,1920.0,天竜川駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
富田雅美バレエ＆ダンスユニット,〒182-0024 東京都調布市布田１丁目２９-２ ビルディング川口 B1,,https://masami.hp.peraichi.com/dance,042-487-8878,"LGBTQ フレンドリー2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.5452365,35.6530633,東京,調布駅,200.0,調布駅,1.0,調布市,調布,調布,area:調布|station:調布駅|feature:24h|feature:midnight,0,,0
布川ダンスカンパニー,〒111-0036 東京都台東区松が谷１丁目９-１３ 高橋総本店,,http://nunokawa-dance.la.coocan.jp/,03-3843-3458,,1.0,139.788056,35.711396,東京,浅草駅,799.0,浅草駅|蔵前駅|上野駅,3.0,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:浅草駅|station:蔵前駅|station:上野駅,0,,0
舞空間ばくdance studio,〒134-0083 東京都江戸川区中葛西中葛西５丁目３４-７ 昭 産 ビル ７F,,http://baku-studio.com/,03-6906-8946,"2024-02-29 木曜日 11時00分～22時30分
2024-03-01 金曜日 11時00分～22時30分
2024-03-02 土曜日 11時00分～22時30分
2024-03-03 日曜日 11時00分～22時30分
2024-03-04 月曜日 11時00分～22時30分
2024-03-05 火曜日 11時00分～22時30分
2024-03-06 水曜日 11時00分～22時30分
",1.0,139.871906,35.663368,東京,葛西駅,70.0,葛西駅|西葛西駅|浦安駅,0.0,江戸川区,西葛西,西葛西,area:西葛西|feature:24h|feature:midnight,0,,0
望月愛生バレエスタジオ,〒146-0084 東京都大田区南久が原２丁目７-６ 横川ビル 1階,,https://aimiballet.com/,03-6677-8334,"2024-02-29 木曜日 9時00分～21時00分
2024-03-01 金曜日 9時00分～21時00分
2024-03-02 土曜日 9時00分～21時00分
2024-03-03 日曜日 9時00分～21時00分
2024-03-04 月曜日 9時00分～21時00分
2024-03-05 火曜日 9時00分～21時00分
2024-03-06 水曜日 9時00分～21時00分
",1.0,139.6854367,35.5794557,東京,久が原駅,44.0,久が原駅|鵜の木駅|御嶽山駅|千鳥町駅|下丸子駅|沼部駅|武蔵新田駅|雪が谷大塚駅|池上駅|向河原駅,0.0,大田区,蒲田,蒲田,area:蒲田|feature:24h|feature:midnight,0,,0
